พื้นที่,เนื้อที่ปลูก,ผลผลิต
ข้าวโพดเลี้ยงสัตว์,193.75,"145,400.00"
อ้อยโรงงาน,"13,461.00",0
มันสำปะหลังโรงงาน,"23,142.00",0
พืชไร่อื่นๆ,0,0
พืชผัก,"2,574.00","32,170.00"
ข้าวโพดรับประทานฝักสด,0,0
ข้าวโพดหวาน,707,0
แตงโมเมล็ด,146,0
ถั่วฝักยาว,911,0
ผักบุ้งจีน,15,"3,560.00"
ฟักทอง,284,0
มะเขืออื่นๆ,134,0
หน่อไม้ฝรั่ง,295,"22,520.00"
เห็ดฟาง,32,"2,890.00"
เห็ดขอนขาว,50,"3,200.00"
นามน,"60,187.43","5,641,730.00"
ข้าว,"48,380.00","2,421,000.00"
ข้าวนาปี,"48,380.00","2,421,000.00"
พืชไร่,"11,084.62","3,180,000.00"
ถั่วลิสง,75,0
มันเทศ,214,"1,050,000.00"
อ้อยโรงงาน,"4,603.33","2,000,000.00"
มันสำปะหลังโรงงาน,"6,142.29","80,000.00"
แตงโมเพื่อผลิตเมล็ดพันธุ์,50,"50,000.00"
พืชผัก,722.81,"40,730.00"
หน่อไม้ฝรั่ง,345,"10,730.00"
ผักอื่นๆ,377.81,"30,000.00"
กมลาไสย,"248,017.00","76,256,252.00"
ข้าว,"244,709.00","68,187,600.00"
ข้าวนาปี,"134,746.00","52,077,600.00"
ข้าวนาปรัง,"109,963.00","16,110,000.00"
พืชไร่,"2,954.00","7,614,000.00"
มันเทศ,70,"162,000.00"
อ้อยโรงงาน,"1,930.00","7,000,000.00"
มันสำปะหลังโรงงาน,945,"450,000.00"
พืชไร่อื่นๆ,9,"2,000.00"
พืชผัก,354,"454,652.00"
กะหล่ำปลี,35,"43,075.00"
ข้าวโพดหวาน,49,"91,300.00"
คะน้า,32,"30,600.00"
แตงไทย,81,"145,600.00"
ถั่วฝักยาว,12,"22,005.00"
ผักกวางตุ้ง,21,"22,300.00"
ผักกาดอื่นๆ,6,"6,200.00"
ผักบุ้งจีน,75,"72,272.00"
เห็ดฟาง,13,"15,300.00"
ผักอื่นๆ,30,"6,000.00"
ร่องคำ,"42,876.00","9,750,000.00"
ข้าว,"42,052.00","7,895,040.00"
ข้าวนาปี,"34,033.00","7,895,040.00"
ข้าวนาปรัง,"8,019.00",0
พืชไร่,465,"1,330,960.00"
ถั่วลิสง,18,0
อ้อยโรงงาน,110,"1,320,000.00"
ปอเทือง,287,"10,960.00"
มันสำปะหลังโรงงาน,50,0
พืชผัก,359,"524,000.00"
กะหล่ำปลี,3,0
ข้าวโพดรับประทานฝักสด,2,0
ข้าวโพดหวาน,271,"477,500.00"
คะน้า,28,"9,000.00"
แตงกวา,1,"4,000.00"
ถั่วฝักยาว,6,"2,000.00"
บล็อคโคลี่,2,0
ผักกวางตุ้ง,8,"6,000.00"
ผักชี,8,"6,000.00"
ผักบุ้งจีน,15,"12,000.00"
พริกขี้หนูเม็ดใหญ่,1,"1,500.00"
หอมแบ่ง(ต้นหอม),4,"6,000.00"
พริกชี้ฟ้าแดง,10,0
กุฉินารายณ์,"219,588.75","114,823,950.00"
ข้าว,"168,914.00","66,341,600.00"
ข้าวนาปี,"168,342.00","66,341,600.00"
ข้าวนาปรัง,572,0
พืชไร่,"50,362.75","48,316,400.00"
ถั่วลิสง,981,0
ยาสูบ,2,400
อ้อยโรงงาน,"30,117.00","43,960,000.00"
มันสำปะหลังโรงงาน,"19,262.75","4,356,000.00"
พืชผัก,312,"165,950.00"
ข้าวโพดหวาน,90,"90,000.00"
ผักอื่นๆ,222,"75,950.00"
เขาวง,"93,611.00","27,453,680.00"
ข้าว,"92,064.00","27,015,830.00"
ข้าวนาปี,"91,658.00","27,015,830.00"
ข้าวนาปรัง,406,0
พืชไร่,"1,495.00","402,350.00"
ข้าวโพดเลี้ยงสัตว์,693,0
ยาสูบ,186,"67,150.00"
อ้อยโรงงาน,600,"335,200.00"
มันสำปะหลังโรงงาน,16,0
พืชผัก,52,"35,500.00"
ข้าวโพดหวาน,21,"10,500.00"
ฟักทอง,8,"5,000.00"
มะเขือเทศบริโภคสด,23,"20,000.00"
ยางตลาด,"256,260.62","224,104,975.00"
ข้าว,"224,957.13","101,871,775.00"
ข้าวนาปี,"222,538.00","101,871,775.00"
ข้าวนาปรัง,"2,419.13",0
พืชไร่,"31,303.49","122,233,200.00"
ข้าวโพดเลี้ยงสัตว์,0,0
อ้อยโรงงาน,"11,536.16","105,901,200.00"
มันสำปะหลังโรงงาน,"19,767.33","16,332,000.00"
ห้วยเม็ก,"130,050.80","62,903,075.00"
ข้าว,"82,951.00","30,549,989.00"
ข้าวนาปี,"82,701.00","30,549,989.00"
ข้าวนาปรัง,250,0
พืชไร่,"46,659.75","32,252,431.00"
ถั่วลิสง,340,"21,865.00"
ยาสูบ,861,0
อ้อยโรงงาน,"24,072.00","21,739,000.00"
หญ้าเลี้ยงสัตว์,4.5,0
ปอเทือง,419,0
มันหวานญี่ปุ่น,2.5,0
มันสำปะหลังโรงงาน,"20,759.75","10,462,450.00"
ข้าวโพดเลี้ยงสัตว์ (เมล็ดพันธุ์),201,"29,116.00"
พืชผัก,439.55,"100,155.00"
ข้าวโพดรับประทานฝักสด,38,"16,000.00"
ข้าวโพดหวาน,124.75,"62,100.00"
คะน้า,5.25,750
แตงกวา,3,500
แตงร้าน,6,0
แตงโมเนื้อ,0,0
แตงโมเมล็ด,5,0
ถั่วฝักยาว,11.75,350
ผักกวางตุ้ง,8,"5,855.00"
ผักกาดหอม,0.25,0
ผักชี,2,25
ผักบุ้งจีน,1.25,130
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),11.8,"1,500.00"
ฟัก / แฟง,0.25,0
ฟักทอง,20.5,0
มะเขือเปราะ,8,"2,580.00"
มะเขืออื่นๆ,2,650
มะระจีน,1,0
แมงลัก,0.5,300
หอมแบ่ง(ต้นหอม),2,890
ผักชีลาว,0.25,25
แตงโมเพื่อผลิตเมล็ดพันธุ์,188,"8,500.00"
ไม้ดอก,0.5,500
ดาวเรือง,0.5,500
สหัสขันธ์,"105,019.00","284,020,985.00"
ข้าว,"53,129.00","17,196,885.00"
ข้าวนาปี,"49,139.00","17,196,885.00"
ข้าวนาปรัง,"3,990.00",0
พืชไร่,"51,816.00","266,824,100.00"
อ้อยโรงงาน,"19,334.00","142,964,000.00"
มันสำปะหลังโรงงาน,"32,482.00","123,860,100.00"
พืชผัก,72,0
ฟัก / แฟง,72,0
ไม้ดอก,2,0
มะลิ (ไม้ดอกกระถาง),2,0
คำม่วง,"115,686.50","175,290,112.00"
ข้าว,"71,566.00","30,089,492.00"
ข้าวนาปี,"70,857.00","30,089,492.00"
ข้าวนาปรัง,709,0
พืชไร่,"43,944.00","145,125,900.00"
ถั่วลิสง,9,"5,900.00"
อ้อยโรงงาน,"34,224.00","132,420,000.00"
มันสำปะหลังโรงงาน,"9,711.00","12,700,000.00"
พืชผัก,176.5,"74,720.00"
กะหล่ำปลี,2,0
ข้าวโพดหวาน,19,"6,400.00"
คะน้า,4,0
แตงไทย,14,"12,000.00"
แตงโมเนื้อ,8,"12,000.00"
ถั่วฝักยาว,7,"1,000.00"
ผักกาดหอม,3.5,0
ผักบุ้งจีน,40,"17,520.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),50,"17,800.00"
มะเขืออื่นๆ,5,0
หอมแบ่ง(ต้นหอม),21,"8,000.00"
พริกชี้ฟ้าแดง,3,0
ท่าคันโท,"55,672.50","11,620,880.00"
ข้าว,"28,120.00","11,610,720.00"
ข้าวนาปี,"27,401.00","11,610,720.00"
ข้าวนาปรัง,719,0
พืชไร่,"27,183.00",0
ถั่วลิสง,1,0
อ้อยโรงงาน,"17,319.00",0
มันสำปะหลังโรงงาน,"9,815.00",0
ข้าวโพดเลี้ยงสัตว์ (เมล็ดพันธุ์),48,0
พืชผัก,369.5,"10,160.00"
กะหล่ำปลี,1,0
ข้าวโพดรับประทานฝักสด,9,0
ข้าวโพดหวาน,93,"8,000.00"
คะน้า,8,0
แตงกวา,1,0
แตงร้าน,32,0
ถั่วฝักยาว,51,0
ผักกวางตุ้ง,4,0
ผักกาดขาวปลี,1,0
ผักกาดเขียวปลี,10,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),20,0
พริกขี้หนูเม็ดใหญ่,13,0
ฟักทอง,25,0
มะเขือเปราะ,51,0
หอมแดง,6,0
หอมแบ่ง(ต้นหอม),20.5,0
ผักชีลาว,24,"2,160.00"
หนองกุงศรี,"175,289.00","257,801,750.02"
ข้าว,"81,854.00","24,801,750.00"
ข้าวนาปี,"81,854.00","24,801,750.00"
พืชไร่,"93,375.00","233,000,000.02"
ข้าวโพดเลี้ยงสัตว์,15,0
อ้อยโรงงาน,"57,678.00","194,000,000.00"
ปอเทือง,"1,002.00",0
มันสำปะหลังโรงงาน,"34,680.00","39,000,000.02"
พืชผัก,60,0
แตงโมเพื่อผลิตเมล็ดพันธุ์,60,0
สมเด็จ,"109,553.05","35,296,155.00"
ข้าว,"83,658.50","31,259,790.00"
ข้าวนาปี,"81,341.50","31,259,790.00"
ข้าวนาปรัง,"2,317.00",0
พืชไร่,"25,079.05","3,625,000.00"
ถั่วลิสง,105,0
อ้อยโรงงาน,"11,044.05",0
มันสำปะหลังโรงงาน,"13,930.00","3,625,000.00"
พืชผัก,815.5,"411,365.00"
กะหล่ำปลี,13,"78,000.00"
ข้าวโพดรับประทานฝักสด,28,"42,000.00"
ข้าวโพดหวาน,66.5,"77,050.00"
แตงกวา,70,"87,000.00"
แตงโมเนื้อ,30,"75,000.00"
ผักกวางตุ้ง,2,"1,630.00"
ผักชี,6,"6,355.00"
ผักบุ้งจีน,0.5,470
พริกขี้หนูเม็ดใหญ่,6,0
พริกใหญ่,7,"11,000.00"
ฟักทอง,3,0
เห็ดฟาง,108.5,"32,860.00"
แตงโมเพื่อผลิตเมล็ดพันธุ์,475,0
ห้วยผึ้ง,"75,660.00","20,454,040.00"
ข้าว,"45,911.00","19,797,300.00"
ข้าวนาปี,"45,410.00","19,797,300.00"
ข้าวนาปรัง,501,0
พืชไร่,"29,567.00","585,070.00"
ข้าวโพดเลี้ยงสัตว์,95,0
อ้อยโรงงาน,"20,209.00",0
ปอเทือง,"1,511.00","584,400.00"
มันสำปะหลังโรงงาน,"7,744.00",0
ข้าวโพดหวาน,8,670
พืชผัก,182,"71,670.00"
กะหล่ำปลี,8,0
ข้าวโพดรับประทานฝักสด,5,0
ข้าวโพดหวาน,31,"11,670.00"
แตงโมเนื้อ,80,"60,000.00"
ผักกวางตุ้ง,53,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),5,0
สามชัย,"94,245.10","216,466,503.30"
ข้าว,"31,799.82","13,939,283.30"
ข้าวนาปี,"31,058.52","13,939,283.30"
ข้าวนาปรัง,741.3,0
พืชไร่,"61,750.28","199,327,220.00"
อ้อยโรงงาน,"38,250.79","165,461,120.00"
ปอเทือง,0,0
มันสำปะหลังโรงงาน,"23,439.49","33,818,000.00"
ข้าวโพดเลี้ยงสัตว์ (เมล็ดพันธุ์),60,"48,100.00"
พืชผัก,695,"3,200,000.00"
ข้าวโพดรับประทานฝักสด,4,0
ฟัก / แฟง,20,"60,000.00"
มะเขือเทศโรงงาน,671,"3,140,000.00"
นาคู,"72,200.75","31,037,977.10"
ข้าว,"71,208.00","29,992,225.00"
ข้าวนาปี,"69,013.00","29,992,225.00"
ข้าวนาปรัง,"2,195.00",0
พืชไร่,476.75,"929,320.01"
ข้าวโพดเลี้ยงสัตว์,136,0
ถั่วลิสง,215.75,"29,840.00"
มันเทศ,10,0
ยาสูบ,56,"16,453.01"
หญ้าเลี้ยงสัตว์,33,0
มันสำปะหลังโรงงาน,26,"883,027.00"
พืชผัก,505,"115,587.09"
ข้าวโพดรับประทานฝักสด,86,924
ข้าวโพดหวาน,143,"63,842.09"
คะน้า,15,"1,720.00"
แตงกวาญี่ปุ่น(แตงกวาสำหรับดอง),18,975
แตงร้าน,73,"13,460.00"
ถั่วฝักยาว,6,839
ผักกวางตุ้ง,62,"12,559.00"
ผักกาดเขียวปลี,4,"1,262.00"
ผักชี,15,"6,108.00"
ผักบุ้งจีน,49,"10,369.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),3,270
ฟักทอง,9,"1,542.00"
หอมแบ่ง(ต้นหอม),0,0
เห็ดนางฟ้า,14,675
พริกชี้ฟ้าแดง,8,"1,042.00"
สมุนไพรและเครื่องเทศ (รต.01),11,845
ขมิ้นชัน,1,645
อัญชัน,10,200
ดอนจาน,"65,665.09","34,900.00"
ข้าว,"47,862.42",0
ข้าวนาปี,"43,277.92",0
ข้าวนาปรัง,"4,584.50",0
พืชไร่,"17,644.67",0
ข้าวโพดเลี้ยงสัตว์,21,0
ถั่วเขียวผิวดำ,0.5,0
ถั่วลิสง,75,0
อ้อยโรงงาน,"5,013.58",0
มันสำปะหลังโรงงาน,"12,534.59",0
พืชผัก,158,"34,900.00"
ข้าวโพดหวาน,52,"25,300.00"
ผักคึ่นฉ่าย,2,0
ผักบุ้งจีน,5,0
พริกขี้หนูเม็ดใหญ่,0,0
ผักอื่นๆ,99,"9,600.00"
ฆ้องชัย,"97,780.00","141,250.00"
ข้าว,"97,212.00","12,550.00"
ข้าวนาปี,"58,254.00","12,550.00"
ข้าวนาปรัง,"38,958.00",0
พืชไร่,225,0
อ้อยโรงงาน,225,0
พืชผัก,343,"128,700.00"
กะเพรา,3,500
กะหล่ำปลี,3,"1,200.00"
ข้าวโพดหวาน,168,"91,600.00"
คะน้า,54,"12,100.00"
แตงกวา,3,"2,500.00"
ผักกวางตุ้ง,25,"5,700.00"
ผักกาดหอม,21,"2,600.00"
